"","census_tract_code","year","arrests_B","arrests_W","arrests_total","state","county","ct_pop","ct_white","ct_black","pct_white","pct_black","Black_per_arrest","White_per_arrest","total_per_arrest","Total_arest_over_total_pop","Black_arest_over_Black_pop","White_arest_over_white_pop","SIR_arrests","SIR_B","SIR_W"
"119",11300,2011,166,394,562,37,129,1357,1049,236,0.77302874,0.173913043,29.5499021526419,70.1120797011208,100,41.4118340579176,70.3091910207539,37.5560003812792,12.0953004022929,6.18992745594615,17.1175077034159
"120",11300,2012,160,439,607,37,129,1487,1144,217,0.76933423,0.145931406,26.3712732663482,72.3274584088289,100,40.8176988770089,73.6987563334869,38.3707717856831,11.9239359774121,6.4864631152596,17.4950427068765
"121",11300,2013,140,307,450,37,129,1633,1170,269,0.71647275,0.164727495,31.1264163519218,68.229282381693,100,27.5549568305676,52.0252694165738,26.23707375438,8.05090169340552,4.58209344001048,11.9637543671904
"122",11300,2014,136,268,409,37,129,1533,1125,218,0.733855186,0.142204827,33.2681495966756,65.5340992422391,100,26.6779727349814,62.3567171022467,23.8201048795663,7.7937894005909,5.48830445602016,10.8599931988894
"123",11300,2015,172,301,474,37,129,1671,1251,267,0.748653501,0.15978456,36.3003585741405,63.5098080573719,100,28.3645502962121,64.395357543991,24.0588282311566,8.28777126123729,5.6714580484821,10.9732116588047
"124",11300,2016,138,288,430,37,129,1758,1383,209,0.78668942,0.118885097,32.1088119042083,66.984422227389,100,24.4582219441442,65.9971305595409,20.8227893861615,7.14698762011956,5.80781957785845,9.50049027676911
"125",11300,2017,162,336,504,37,129,1804,1304,259,0.722838137,0.143569845,32.1563181908352,66.6732791112874,100,27.9363671636827,62.524121960633,25.7648953301127,8.16367777712089,5.506156596932,11.7530507459714
"126",11300,2018,119,210,329,37,129,1816,1337,245,0.73623348,0.134911894,36.1896080218778,63.8407778790641,100,18.1157425251913,48.5516115871073,15.7056315907561,5.29390999853176,4.27493823640515,7.16496890265843
"127",11400,2010,369,324,693,37,129,1362,286,1045,0.209985316,0.767254038,53.2534987736257,46.7609291588515,100,50.8773217825417,35.3076260644914,113.24711639287,14.8600321668119,3.11641340717293,51.038044459822
"128",11400,2011,388,317,707,37,129,1407,272,1125,0.193319119,0.799573561,54.8861547164475,44.8451421298261,100,50.2451851325421,34.4858234823571,116.501286291804,14.6763724417148,3.04403943861459,52.4630370786799
"129",11400,2012,223,170,394,37,129,1502,408,1085,0.271637816,0.722370173,56.6099974625729,43.1616341030195,100,26.229944744025,20.5511012809879,41.6564567507964,7.66261000190944,1.81398476601682,18.860547599955
"130",11400,2013,206,119,327,37,129,1633,514,1111,0.314758114,0.680342927,63.0082543564659,36.4108835218588,100,20.0232686302125,18.540185401854,23.1472476171951,5.85032189720801,1.63651480888645,10.503744961322
"131",11400,2014,173,127,300,37,129,1687,396,1241,0.234736218,0.73562537,57.6807730756414,42.3525491502832,100,17.7819927686563,13.9392474417855,32.0626104519061,5.19576187139146,1.23048760417853,14.5120274613432
"132",11400,2015,135,149,287,37,129,1717,353,1297,0.205591147,0.755387303,47.0567746429815,51.9331243469174,100,16.7142274765593,10.4078328579138,42.1976777116964,4.88391177720349,0.918776865286702,19.0733523315114
"133",11400,2016,165,74,241,37,129,1681,382,1217,0.227245687,0.723973825,68.4778100373289,30.7341352136043,100,14.3358515257867,13.5568153808233,19.3666579429469,4.18880082958364,1.19671351504394,8.76205704394163
"134",11400,2017,154,127,282,37,129,1664,372,1184,0.223557692,0.711538462,54.6260191421482,45.0549450549451,100,16.9460969893636,13.0056583058863,34.1306100510615,4.95140506327079,1.14804012988609,15.4369070172158
"135",11400,2018,250,135,388,37,129,1652,386,1157,0.233656174,0.700363196,64.442154083999,34.8106158206648,100,23.4852611827371,21.6057384841414,34.965034965035,6.86196997865937,1.90716006917964,15.8211291139332
"136",11500,2010,42,49,91,37,129,8118,5660,1826,0.697216063,0.224932249,46.2129527991219,53.8968166849616,100,1.12095194688412,2.29998357154592,0.865709086411901,0.327968155616519,0.203072171256793,0.395949038051426
"137",11500,2011,24,77,101,37,129,8534,6449,1731,0.75568315,0.202835716,23.837784371909,76.2611275964392,100,1.18348742105201,1.38640170989544,1.19396504938674,0.346270662085982,0.122406518228688,0.546136155468213
"138",11500,2012,36,60,96,37,129,8894,6632,1989,0.745671239,0.223633911,37.5650364203954,62.5390218522373,100,1.07936722096671,1.80986375747826,0.904690821911612,0.315810886548081,0.159803696667147,0.41382603805043
"139",11500,2013,20,55,75,37,129,8893,6673,1875,0.750365456,0.210839987,26.7643142476698,73.3688415446072,100,0.843350462718287,1.06660978081169,0.824204642519968,0.24675498997234,0.094175103537493,0.377011402441502
"140",11500,2014,28,52,81,37,129,8631,6454,1808,0.747769667,0.209477465,34.6485819975339,64.2416769420469,100,0.938466707603897,1.54858691444057,0.805689406733704,0.274582299497885,0.1367286134853,0.368533695199075
"141",11500,2015,23,31,54,37,129,8547,6443,1614,0.753831754,0.188838189,42.6987060998152,57.4861367837338,100,0.631793239812334,1.42494269252215,0.481134857444398,0.184853315499642,0.125805208011208,0.220077607530667
"142",11500,2016,23,46,69,37,129,8450,6281,1748,0.743313609,0.206863905,33.4298118668596,66.7149059334298,100,0.816558383924451,1.31571420399291,0.732355797551384,0.238911944894047,0.116165972619698,0.33498347223564
"143",11500,2017,26,46,72,37,129,8313,6312,1669,0.759292674,0.200769879,36.1997226074896,63.9389736477115,100,0.866102897835946,1.55772572044815,0.728759050078421,0.253406481990652,0.137530541858016,0.333339466768308
"144",11500,2018,32,49,81,37,129,8000,6031,1668,0.753875,0.2085,39.5807644882861,60.5425400739827,100,1.0124873439082,1.91835021881182,0.812455439306263,0.296232057755005,0.169369785330223,0.371610505799931
"145",11603,2010,31,38,69,37,129,6377,4964,965,0.778422456,0.151325074,45.0072358900145,55.137481910275,100,1.08199651879381,3.21210237281111,0.765496263169557,0.316540493905271,0.283497323297789,0.350075941442613
"146",11603,2011,11,29,40,37,129,6827,5181,1054,0.758898491,0.154386993,27.6807980049875,72.568578553616,100,0.585900309062413,1.04354425576321,0.559726698963541,0.171411447779282,0.0921086028167031,0.255983283257609
"147",11603,2012,16,9,27,37,129,6893,5237,1326,0.759756274,0.19236907,59.409594095941,33.5793357933579,100,0.391696043869957,1.20654550938843,0.171850833476542,0.114595351810573,0.106512157449625,0.0785943332949092
"148",11603,2013,18,72,90,37,129,6662,5086,1273,0.763434404,0.191083759,20.0887902330744,80.0221975582686,100,1.35092538388796,1.41387165187338,1.41562297241501,0.395223724302598,0.124811553224876,0.647405194336946
"149",11603,2014,9,8,17,37,129,7203,5511,1422,0.765097876,0.197417743,53.2163742690058,47.3684210526316,100,0.236009495911483,0.632866886998101,0.145161582987062,0.0690486125259855,0.0558708340306484,0.0663910796568463
"150",11603,2015,6,11,17,37,129,7664,5772,1560,0.753131524,0.203549061,35.672514619883,64.9122807017544,100,0.22181338970003,0.384590731363374,0.190571888913913,0.0648968303157868,0.0339541406827979,0.0871631296945288
"151",11603,2016,1,5,6,37,129,7499,5601,1517,0.746899587,0.202293639,18.0327868852459,83.6065573770492,100,0.0800096011521382,0.0659152330103487,0.089268179464748,0.0234085390164288,0.00581933748907586,0.0408282136137975
"152",11603,2017,5,11,16,37,129,7708,5723,1627,0.74247535,0.211079398,31.6770186335404,68.944099378882,100,0.207573850884135,0.30729518775736,0.192203526061051,0.0607308393273187,0.0271305541210805,0.087908819035897
"153",11603,2018,9,4,13,37,129,7781,5952,1493,0.764940239,0.191877651,69.4656488549618,31.2977099236641,100,0.167071493747671,0.602772754671489,0.0672031719897179,0.048881045934322,0.0532154531209092,0.0307378812953032
"154",11605,2010,86,98,184,37,129,5228,4046,893,0.773909717,0.170811018,46.7680608365019,53.286257468767,100,3.51944300988887,9.62938080842011,2.42208546501569,1.02952064709844,0.849825098936879,1.10743914486899
"155",11605,2011,91,147,241,37,129,4916,3292,1312,0.669650122,0.266883645,37.785151389465,61.0120282040647,100,4.90225992148248,6.93544699336941,4.4652349564108,1.43397824693077,0.612247746487079,2.04110238416874
"156",11605,2012,79,155,236,37,129,4981,3407,1209,0.683999197,0.242722345,33.5027530707327,65.6925031766201,100,4.7379092971432,6.5337854602597,4.54932347157407,1.38591382899665,0.576760534893191,2.07963539882236
"157",11605,2013,94,164,260,37,129,5130,3493,1158,0.680896686,0.225730994,36.1783929257978,63.0911188004614,100,5.06812732695269,8.11674294102409,4.69497008387965,1.48253227759936,0.716473407415497,2.14628428437456
"158",11605,2014,63,111,174,37,129,5060,3743,822,0.73972332,0.162450593,36.2435381964388,63.8139000574383,100,3.43866722001541,7.66330130154482,2.96545643984932,1.00587376326276,0.676260819425446,1.35576088014264
"159",11605,2015,90,162,255,37,129,5044,3962,797,0.785487708,0.158009516,35.3194825558604,63.5437083496668,100,5.05541127257588,11.290929619872,4.08874081926251,1.47879868281225,0.996357191208462,1.86943259950865
"160",11605,2016,88,115,207,37,129,5382,4139,881,0.769044965,0.163693794,42.5398358281024,55.5770159343312,100,3.84608238419948,9.98751560549313,2.77838177381556,1.12508781692281,0.88142117454071,1.27037843996987
"161",11605,2017,121,133,257,37,129,5115,3904,926,0.763245357,0.181036168,47.1022948269156,51.7697394010113,100,5.02433970010361,13.0655436777886,3.40667503393868,1.46972111568259,1.15311398406004,1.55755594523929
"162",11605,2018,65,103,169,37,129,5603,4176,1346,0.74531501,0.240228449,38.4979302188054,60.969840331165,100,3.01618746765184,4.8287645791546,2.4664160340988,0.882338363794628,0.42628035190672,1.1277470145239
"163",11606,2010,11,15,26,37,129,4020,3335,470,0.82960199,0.116915423,42.5287356321839,57.8544061302682,100,0.64675008084376,2.33992767496277,0.449761626338041,0.189159038432849,0.20634375022053,0.20559401967498
"164",11606,2011,8,24,33,37,129,4047,3341,549,0.82554979,0.135656042,24.4712990936556,72.809667673716,100,0.815398680536681,1.45692952103442,0.718326299721649,0.238485866456123,0.128508359714279,0.328360487681471
"165",11606,2012,7,28,35,37,129,4201,3559,463,0.847179243,0.110211854,20.2279202279202,80.0569800569801,100,0.833115136511866,1.51155258043619,0.786715742743952,0.243673768082081,0.133291122240825,0.359652072026027
"166",11606,2013,8,14,22,37,129,4285,3582,600,0.835939323,0.140023337,36.6515837104072,63.8009049773756,100,0.513406921658771,1.33311114814198,0.390832193406103,0.150165856723556,0.117601206422837,0.178672847759698
"167",11606,2014,4,18,23,37,129,4498,3843,509,0.854379724,0.113161405,17.7489177489177,78.3549783549784,100,0.511327004735333,0.785700255352583,0.468371887278499,0.149562172974839,0.0692948767310353,0.214139049476155
"168",11606,2015,13,33,46,37,129,4786,4016,629,0.839114083,0.13142499,28.4164859002169,71.8004338394794,100,0.961116566724473,2.06644412652996,0.821692686935086,0.281135386233333,0.182303573836797,0.375695716024145
"169",11606,2016,2,13,15,37,129,4809,4084,595,0.849241006,0.123726346,13.9072847682119,86.7549668874172,100,0.311908673140504,0.336077970089061,0.318307583066037,0.0912363972089671,0.0296469967323767,0.145539828430838
"170",11606,2017,7,12,19,37,129,5044,4180,671,0.828707375,0.133029342,37.1727748691099,63.3507853403141,100,0.376677702662517,1.04306362688124,0.287074471902586,0.110184999895815,0.0920271808455852,0.131262409077293
"171",11606,2018,9,11,20,37,129,5114,4278,628,0.83652718,0.122800156,45.273631840796,55.2238805970149,100,0.391075653585186,1.43289285145677,0.2571234893995,0.114397536419504,0.126410855827416,0.117570453651776
"172",11607,2010,0,3,3,37,129,10451,8353,882,0.79925366,0.084393838,3.2258064516129,100,100,0.028705112380515,0,0.0359148100705127,0.00839919533024269,0,0.0164305300022836
"173",11607,2011,0,6,6,37,129,10451,8518,924,0.815041623,0.088412592,1.63934426229508,100,100,0.0574102247610299,0,0.0704382432702128,0.0167983906604854,0,0.0322248586888286
"174",11607,2012,1,43,44,37,129,10824,9515,891,0.879065041,0.082317073,2.49433106575964,97.7324263038549,100,0.406500309494554,0.112220850634048,0.451913274689704,0.118944223992189,0.00990384634514646,0.206757613698721
"175",11607,2013,0,4,4,37,129,10985,9677,986,0.880928539,0.089758762,2.4390243902439,100,100,0.0364129593722406,0,0.0413346973783468,0.0106546727473114,0,0.0189114397858666
"176",11607,2014,0,3,3,37,129,10857,9319,1073,0.858340241,0.098830248,3.2258064516129,100,100,0.0276316880198211,0,0.0321919498664034,0.00808519014762233,0,0.0147281907126099
"177",11607,2015,0,6,6,37,129,10860,9222,1194,0.849171271,0.109944751,1.63934426229508,100,100,0.0552481100542352,0,0.0650611032194403,0.0161659145429025,0,0.0297660595323832
"178",11607,2016,0,1,1,37,129,11571,9543,1385,0.824734249,0.119695791,9.09090909090909,100,100,0.00864222070503236,0,0.0104787752407499,0.00252880388520606,0,0.00479421533820428
"179",11607,2017,2,5,7,37,129,11629,9349,1629,0.80393843,0.140080832,29.5774647887324,71.8309859154929,100,0.0601938241136459,0.122767172058192,0.0534810837406809,0.0176133619938359,0.0108389050857086,0.0244682542651051
"180",11607,2018,0,2,2,37,129,12732,10186,1434,0.800031417,0.112629595,4.76190476190476,100,100,0.0157083277699672,0,0.0196346000922826,0.0045965228576479,0,0.00898342462671561
"181",11608,2010,1,0,1,37,129,5308,3934,1195,0.741145441,0.225131876,100,9.09090909090909,100,0.018839132646333,0.0836750062756255,0,0.00551093850548643,0.00738623507824178,0
"182",11608,2011,0,5,5,37,129,5272,4142,973,0.785660091,0.184559939,1.96078431372549,100,100,0.0948388687619734,0,0.120711716279182,0.0277427461185064,0,0.0551938841775923
"183",11608,2012,1,0,1,37,129,5457,4263,1015,0.781198461,0.185999633,100,9.09090909090909,100,0.0183247512415019,0.098512461826421,0,0.00536054640967237,0.00869497034757556,0
"184",11608,2013,0,0,0,37,129,5674,4607,871,0.811949242,0.153507226,100,100,100,0,0,0,0,0,0
"185",11608,2014,0,0,0,37,129,5766,4958,633,0.859868193,0.109781478,100,100,100,0,0,0,0,0,0
"186",11608,2015,0,0,0,37,129,6467,5381,813,0.832070512,0.125715169,100,100,100,0,0,0,0,0,0
"187",11608,2016,1,0,1,37,129,5993,4789,967,0.799098949,0.161354914,100,9.09090909090909,100,0.0166858554003771,0.103401923275773,0,0.00488134561849084,0.00912617788410337,0
"188",11608,2017,0,0,0,37,129,6101,5002,765,0.819865596,0.12538928,100,100,100,0,0,0,0,0,0
"189",11608,2018,0,0,0,37,129,6144,4906,1003,0.798502604,0.163248698,100,100,100,0,0,0,0,0,0
"190",11701,2010,16,91,107,37,129,4056,3749,139,0.924309665,0.034270217,15.0326797385621,85.0606909430439,100,2.63800202164641,11.5025161754134,2.42724920647622,0.771557751110851,1.01033644592964,1.10970296791011
"191",11701,2011,14,91,105,37,129,4345,3998,141,0.92013809,0.032451093,13.4157944814462,86.6793529971456,100,2.41651515500219,9.92204110559887,2.27608113854081,0.706810439576493,0.871582820104984,1.04066843907489
"192",11701,2012,18,73,91,37,129,4710,4469,118,0.948832272,0.025053079,19.8682766190999,80.2414928649835,100,1.93201842848347,15.2413209144793,1.63343849992168,0.565127678189372,1.33740688706662,0.746927816892026
"193",11701,2013,15,57,72,37,129,4775,4520,125,0.946596859,0.02617801,20.9431345353675,79.1955617198336,100,1.50782182572093,11.9904076738609,1.26103404791929,0.441051074975397,1.0525313573281,0.576643715018898
"194",11701,2014,15,69,84,37,129,4840,4589,89,0.948140496,0.01838843,17.9548156956005,82.1640903686088,100,1.73550133261709,16.8350168350168,1.50356279008956,0.507653356087901,1.47409048669017,0.687557116066921
"195",11701,2015,9,70,79,37,129,4995,4823,0,0.965565566,0,11.5044247787611,88.621997471555,100,1.58154991892054,9000,1.45134871762974,0.462629242315472,90,0.663711775833888
"196",11701,2016,25,77,102,37,129,5065,4956,0,0.978479763,0,24.5837414299706,75.5142017629775,100,2.01378057688891,25000,1.55364096769637,0.589068390191188,250,0.710508410646354
"197",11701,2017,29,78,108,37,129,4850,4650,92,0.958762887,0.018969072,26.9195189639223,72.2479185938945,100,2.2267582111709,31.4875135722041,1.67738328207996,0.651352216385385,2.75786025131547,0.767052474155482
"198",11701,2018,16,69,85,37,129,4811,4618,38,0.9598836,0.007898566,18.9189189189189,81.1985898942421,100,1.76674772920954,41.994750656168,1.49412095883588,0.516791454793342,3.63470118077341,0.683243687645754
"199",11703,2010,0,32,33,37,129,3582,3408,111,0.951423786,0.030988275,0.302114803625378,96.9788519637462,100,0.92124731302867,0,0.938939585106071,0.26941981113553,0,0.42921827007224
"200",11703,2011,7,32,39,37,129,3729,3620,27,0.970769643,0.007240547,18.1585677749361,82.0971867007673,100,1.04582875224585,25.830258302583,0.883953481948013,0.305863300249562,2.21751047993048,0.404113474293757
"201",11703,2012,2,21,23,37,129,3743,3686,29,0.984771574,0.007747796,9.09090909090909,91.3419913419913,100,0.614463946995806,6.87285223367698,0.569707821274518,0.179706766302162,0.591171190039978,0.260456804402627
"202",11703,2013,0,28,28,37,129,3972,3886,18,0.978348439,0.004531722,0.355871886120996,100,100,0.704916794642632,0,0.720516713414477,0.206169670108936,0,0.329423594847469
"203",11703,2014,2,14,16,37,129,3984,3875,27,0.972640562,0.006777108,13.0434782608696,87.5776397515528,100,0.401596345473256,7.38007380073801,0.361280999200021,0.117456647428652,0.633574422837281,0.165178814736432
"204",11703,2015,5,15,20,37,129,4041,3903,15,0.965850037,0.003711952,25.3731343283582,75.1243781094527,100,0.494914750934152,33.112582781457,0.384309907509416,0.144751339064509,2.78061582023038,0.175709159111323
"205",11703,2016,0,10,10,37,129,4132,3954,17,0.956921588,0.00411423,0.99009900990099,100,100,0.242007695844728,0,0.252902051035634,0.0707828515174361,0,0.115630283229541
"206",11703,2017,1,18,19,37,129,4252,4078,18,0.959078081,0.004233302,5.75916230366492,94.7643979057592,100,0.446838032971943,5.52486187845304,0.441382016134965,0.130694523003365,0.467771613871011,0.201812846503255
"207",11703,2018,4,14,18,37,129,4298,4157,25,0.967194044,0.005816659,22.6519337016575,77.9005524861878,100,0.418789697773435,15.9362549800797,0.336773231339155,0.122491607527414,1.36506128167383,0.153985840957673
"208",11705,2010,0,5,5,37,129,8227,7770,40,0.944451197,0.00486204,1.96078431372549,100,100,0.0607747565970998,0,0.0643492361745666,0.0177815621879493,0,0.0294377042973573
"209",11705,2011,1,6,7,37,129,8153,7833,5,0.960750644,0.000613271,15.4929577464789,85.9154929577465,100,0.0858569133213134,19.6078431372549,0.0765980263241884,0.0251200559169735,1.50137914772509,0.0350412938341593
"210",11705,2012,0,9,9,37,129,8220,7899,96,0.960948905,0.011678832,1.0989010989011,100,100,0.109487719127505,0,0.113937030800977,0.0320340586460196,0,0.0521230144332327
"211",11705,2013,2,1,3,37,129,8271,7990,28,0.966025874,0.003385322,67.741935483871,35.4838709677419,100,0.0362708708636094,7.11743772241993,0.0125154879162964,0.0106122008619857,0.611638762514423,0.00572552366479257
"212",11705,2014,1,2,3,37,129,8036,7681,118,0.955823793,0.014683922,35.4838709677419,67.741935483871,100,0.0373315414193452,0.846740050804403,0.0260379372746091,0.010922424758618,0.0743003826148123,0.0119114387198744
"213",11705,2015,1,0,1,37,129,7915,7543,115,0.953000632,0.014529375,100,9.09090909090909,100,0.01263407916514,0.868809730668984,0,0.00369644627639347,0.0762238792133119,0
"214",11705,2016,0,1,1,37,129,8158,7678,230,0.94116205,0.028193185,9.09090909090909,100,100,0.0122577560951692,0,0.0130240554303799,0.00358638078198661,0,0.00595804503234493
"215",11705,2017,0,2,2,37,129,8728,8330,193,0.954399633,0.022112741,4.76190476190476,100,100,0.0229144945635362,0,0.0240093156144584,0.00670448664011112,0,0.0109839143310773
"216",11705,2018,0,5,5,37,129,9112,8592,258,0.942932397,0.028314311,1.96078431372549,100,100,0.0548720931508653,0,0.0581929912361355,0.0160550883666411,0,0.0266228871849038
"217",11800,2010,0,1,1,37,129,2587,2587,0,1,0,9.09090909090909,100,100,0.0386533183873836,0,0.0386533183873836,0.0113007791924049,0,0.0176622712940635
"218",11800,2011,0,7,7,37,129,2519,2508,8,0.995633188,0.003175863,1.40845070422535,100,100,0.277877019570482,0,0.279095729835334,0.0812384150873372,0,0.127523236562676
"219",11800,2012,0,1,1,37,129,2504,2482,16,0.991214058,0.006389776,9.09090909090909,100,100,0.0399345074078511,0,0.0402884654123524,0.0116749283960511,0,0.0184080910501256
"220",11800,2013,0,3,3,37,129,2511,2490,2,0.991636798,0.000796495,3.2258064516129,100,100,0.119469555175023,0,0.120477089273523,0.0349272590810076,0,0.0550471713292807
"221",11800,2014,0,3,3,37,129,2525,2498,1,0.989306931,0.00039604,3.2258064516129,100,100,0.118807175953428,0,0.120091269364717,0.034733827204959,0,0.0548712017925385
"222",11800,2015,0,3,3,37,129,2540,2507,0,0.987007874,0,3.2258064516129,100,100,0.118105586394236,0,0.119660165131028,0.0345289422652278,0,0.0546745760253966
"223",11800,2016,0,0,0,37,129,2546,2508,0,0.985074627,0,100,100,100,0,0,0,0,0,0
"224",11800,2017,0,0,0,37,129,2545,2490,0,0.978388998,0,100,100,100,0,0,0,0,0,0
"225",11800,2018,0,1,1,37,129,2536,2483,4,0.979100946,0.001577287,9.09090909090909,100,100,0.0394306218209061,0,0.0402722403447304,0.0115277805122045,0,0.0184006910425177
"226",11902,2010,59,155,216,37,129,5154,4924,204,0.955374466,0.039580908,27.3484497917631,71.772327626099,100,4.19083836169263,28.9073983341499,3.14778335127231,1.22591021763963,2.54365006693107,1.43953041539246
"227",11902,2011,37,171,209,37,129,5486,5046,377,0.919795844,0.068720379,17.7427068388331,81.8268770923003,100,3.80962796886677,9.8117210289048,3.38875567269773,1.11443496024018,0.86488018181025,1.54976485401732
"228",11902,2012,36,163,200,37,129,5923,5383,504,0.908829985,0.085092014,18.0409795102449,81.5092453773113,100,3.37661022099914,7.1414401904384,3.02799502145604,0.987801300983666,0.629830108739889,1.38485661478211
"229",11902,2013,42,132,176,37,129,6092,5501,526,0.902987525,0.086342745,23.9068710959682,75.0141964792731,100,2.88898737709493,7.98327314198821,2.3995200959808,0.845162179589379,0.70412016208165,1.0974425290433
"230",11902,2014,36,125,162,37,129,6136,5595,482,0.911831812,0.078552803,22.2702035780382,77.1745835903763,100,2.64011342709539,7.4673304293715,2.2340976926239,0.772357628472693,0.658524955251231,1.0217990357613
"231",11902,2015,68,155,231,37,129,6328,5752,477,0.90897598,0.075379267,29.4677628732151,67.1138035482475,100,3.65038479164362,14.2527771955565,2.69466803428313,1.06792454548167,1.25689495020784,1.23247488240882
"232",11902,2016,29,101,133,37,129,6159,5634,422,0.914758889,0.068517616,21.8632607062359,75.9579263711495,100,2.15940640678021,6.87040985548448,1.79265543742568,0.631729251504982,0.60574436794398,0.819903150075826
"233",11902,2017,22,109,131,37,129,6001,5677,236,0.946008999,0.039326779,16.8573607932876,83.2189168573608,100,2.18293312892636,9.31808555696739,1.9199943633193,0.638604225295783,0.820351831510936,0.878149175618745
"234",11902,2018,21,81,102,37,129,5931,5468,342,0.921935593,0.057663126,20.666013712047,79.4319294809011,100,1.71974844463927,6.13855597778427,1.48131892247764,0.503099479306975,0.540984573689282,0.677491473750012
"235",11903,2010,93,187,281,37,129,6849,5922,284,0.864651774,0.041465907,33.1198861615084,66.5599430807542,100,4.10272882568513,32.7349524815206,3.15766366660475,1.20029911560072,2.88355258173529,1.44426994298503
"236",11903,2011,86,196,283,37,129,7210,6197,279,0.859500693,0.038696255,30.4132815259626,69.2688096079124,100,3.92504958322353,30.8133285560731,3.16276968259347,1.14834079023349,2.71414711000692,1.44665385910029
"237",11903,2012,42,159,202,37,129,7641,7048,289,0.922392357,0.037822275,20.8312716476992,78.7234042553192,100,2.64359843478033,14.5278450363196,2.25592712929726,0.773447305759776,1.27978793625934,1.03195316982108
"238",11903,2013,66,142,211,37,129,8041,7293,432,0.906976744,0.053724661,31.3121743249645,67.3140691615348,100,2.62401910186417,15.2742420735941,1.94704583784673,0.767733031702809,1.3467439270853,0.890677251874487
"239",11903,2014,50,166,217,37,129,8637,7629,618,0.88329281,0.071552622,23.0769230769231,76.5085214187011,100,2.51241736230911,8.08930593755056,2.17587919938132,0.735098526092454,0.713630108304232,0.995384102794987
"240",11903,2015,51,144,196,37,129,8864,7601,980,0.857513538,0.110559567,26.0581336053034,73.4829168791433,100,2.21116639027087,5.20355065809611,1.89446264356475,0.64696208438967,0.459266493328933,0.866644584422332
"241",11903,2016,43,157,202,37,129,9092,7857,1025,0.8641663,0.112736472,21.326076199901,77.7337951509154,100,2.22170895612675,4.19471271095503,1.99819271741482,0.650051915892619,0.370239219550215,0.914114680091911
"242",11903,2017,38,167,205,37,129,8753,7547,962,0.862218668,0.109905175,18.5763042418333,81.4724524622136,100,2.34202739600827,3.94969337906663,2.21277046812683,0.685247752858359,0.348595573655567,1.01225404038969
"243",11903,2018,38,136,174,37,129,9015,7722,957,0.856572379,0.106156406,21.8839747271683,78.1734635267088,100,1.93009506272809,3.97032702956849,1.7611789539115,0.564726832986771,0.350415187646737,0.805679799061324
"244",11904,2010,4,58,63,37,129,1836,1788,17,0.973856209,0.009259259,6.49762282091918,92.0760697305864,100,3.43118566526878,23.3918128654971,3.24366646160729,1.00270223947733,1.97571399449046,1.48101964247692
"245",11904,2011,10,41,55,37,129,1712,1635,14,0.955023364,0.00817757,18.3303085299456,74.5916515426497,100,3.21242918053852,70.9219858156028,2.50749189652009,0.938670089569138,5.93488726987382,1.14462354991353
"246",11904,2012,6,34,40,37,129,1645,1488,116,0.904559271,0.070516717,15.211970074813,85.0374064837905,100,2.43146313294025,5.16795865633075,2.2847926886634,0.710424535066476,0.453430455862199,1.0426842212537
"247",11904,2013,1,30,31,37,129,1636,1492,96,0.91198044,0.058679707,3.53697749196141,96.7845659163987,100,1.89474970967545,1.04058272632674,2.01058910260706,0.553602463359101,0.0911723129742141,0.917556503813295
